Relation Data
ID,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5
5940,0.759,0.534,0.622,0.943,0.258
5941,0.867,0.939,0.056,0.878,0.677
5942,0.304,0.473,0.362,0.714,0.222
5943,0.137,0.490,0.535,0.054,0.356
5944,0.449,0.521,0.213,0.133,0.354
5945,0.256,0.135,0.784,0.798,0.431
5946,0.589,0.341,0.358,0.831,0.927
5947,0.705,0.244,0.757,0.564,0.895
5948,0.649,0.454,0.313,0.037,0.899
5949,0.725,0.189,0.910,0.213,0.920
5950,0.979,0.972,0.734,0.947,0.140
5951,0.812,0.514,0.741,0.593,0.851
5952,0.271,0.912,0.582,0.960,0.124
5953,0.903,0.050,0.374,0.918,0.054
5954,0.921,0.919,0.458,0.439,0.263
5955,0.096,0.710,0.183,0.556,0.008
5956,0.020,0.245,0.198,0.483,0.476
5957,0.352,0.931,0.974,0.817,0.809
5958,0.098,0.995,0.712,0.443,0.494
5959,0.918,0.807,0.797,0.128,0.933
5960,0.655,0.029,0.379,0.824,0.557
5961,0.642,0.872,0.058,0.360,0.313
5962,0.906,0.310,0.482,0.594,0.410
5963,0.198,0.768,0.194,0.218,0.473
5964,0.318,0.879,0.918,0.344,0.061
5965,0.762,0.649,0.919,0.730,0.915
5966,0.005,0.969,0.805,0.770,0.640
5967,0.366,0.190,0.745,0.242,0.559
5968,0.656,0.890,0.312,0.416,0.517
5969,0.122,0.588,0.596,0.657,0.791
5970,0.987,0.370,0.740,0.911,0.680
5971,0.481,0.384,0.358,0.285,0.188
5972,0.158,0.758,0.174,0.126,0.460
5973,0.584,0.592,0.971,0.761,0.163
5974,0.617,0.223,0.222,0.953,0.999
5975,0.566,0.387,0.426,0.543,0.409
5976,0.540,0.352,0.047,0.169,0.277
5977,0.101,0.748,0.824,0.075,0.812
5978,0.843,0.021,0.908,0.925,0.967
5979,0.801,0.481,0.649,0.398,0.589
5980,0.267,0.353,0.391,0.674,0.337
5981,0.773,0.258,0.809,0.933,0.168
5982,0.740,0.939,0.806,0.250,0.759
5983,0.293,0.645,0.808,0.855,0.269
5984,0.316,0.388,0.502,0.577,0.216
5985,0.358,0.001,0.100,0.764,0.918
5986,0.857,0.801,0.968,0.371,0.355
5987,0.800,0.017,0.066,0.600,0.423
5988,0.065,0.945,0.369,0.642,0.737
5989,0.559,0.003,0.820,0.385,0.739
5990,0.981,0.075,0.790,0.872,0.961
5991,0.918,0.850,0.842,0.868,0.032
5992,0.760,0.276,0.990,0.178,0.323
5993,0.687,0.210,0.267,0.346,0.462
5994,0.176,0.581,0.499,0.416,0.660
5995,0.947,0.649,0.822,0.409,0.463
5996,0.414,0.388,0.483,0.003,0.629
5997,0.666,0.484,0.310,0.475,0.749
5998,0.077,0.965,0.248,0.936,0.899
5999,0.881,0.157,0.239,0.317,0.278
6000,0.060,0.217,0.430,0.275,0.751
6001,0.666,0.450,0.333,0.287,0.088
6002,0.823,0.800,0.824,0.717,0.478
6003,0.703,0.632,0.124,0.178,0.762
6004,0.267,0.036,0.247,0.321,0.354
6005,0.100,0.861,0.525,0.095,0.746
6006,0.702,0.588,0.382,0.184,0.017
6007,0.479,0.375,0.837,0.003,0.654
6008,0.477,0.185,0.038,0.757,0.940
6009,0.092,0.468,0.352,0.716,0.149
6010,0.533,0.819,0.777,0.494,0.553
6011,0.530,0.823,0.857,0.674,0.280
6012,0.235,0.267,0.315,0.768,0.103
6013,0.024,0.960,0.574,0.447,0.992
6014,0.073,0.716,0.013,0.252,0.761
6015,0.339,0.616,0.466,0.223,0.541
6016,0.629,0.027,0.207,0.613,0.045
6017,0.243,0.412,0.228,0.538,0.337
6018,0.262,0.232,0.075,0.009,0.530
6019,0.715,0.915,0.675,0.060,0.012
6020,0.312,0.243,0.228,0.098,0.807
6021,0.513,0.842,0.610,0.789,0.816
6022,0.911,0.413,0.902,0.526,0.062
6023,0.147,0.965,0.479,0.429,0.710
6024,0.291,0.117,0.519,0.983,0.693
6025,0.389,0.902,0.415,0.994,0.064
6026,0.563,0.237,0.568,0.121,0.409
6027,0.232,0.287,0.311,0.744,0.929
6028,0.283,0.825,0.477,0.053,0.066
6029,0.227,0.453,0.848,0.899,0.472
6030,0.589,0.625,0.801,0.873,0.408
6031,0.516,0.169,0.341,0.173,0.958
6032,0.835,0.078,0.065,0.854,0.306
6033,0.197,0.755,0.726,0.036,0.380
6034,0.270,0.426,0.855,0.819,0.271
6035,0.122,0.099,0.124,0.758,0.355
6036,0.542,0.813,0.701,0.931,0.992
6037,0.282,0.313,0.293,0.265,0.876
6038,0.523,0.800,0.331,0.777,0.675
6039,0.048,0.602,0.955,0.667,0.939
6040,0.692,0.377,0.531,0.737,0.502
6041,0.949,0.932,0.746,0.143,0.459
6042,0.171,0.565,0.035,0.910,0.085
6043,0.095,0.505,0.176,0.633,0.617
6044,0.351,0.896,0.081,0.273,0.111
6045,0.857,0.428,0.253,0.253,0.916
6046,0.122,0.805,0.094,0.663,0.177
6047,0.982,0.012,0.628,0.515,0.655
6048,0.459,0.815,0.734,0.927,0.328
6049,0.737,0.522,0.539,0.472,0.948
6050,0.634,0.236,0.581,0.247,0.674
6051,0.350,0.118,0.374,0.946,0.068
6052,0.768,0.006,0.250,0.912,0.674
6053,0.323,0.866,0.002,0.762,0.215
6054,0.873,0.569,0.634,0.457,0.624
6055,0.986,0.798,0.831,0.440,0.346
6056,0.538,0.200,0.545,0.201,0.321
6057,0.032,0.836,0.659,0.448,0.700
6058,0.344,0.433,0.608,0.181,0.140
6059,0.822,0.105,0.454,0.986,0.834
6060,0.776,0.947,0.282,0.837,0.038
6061,0.921,0.688,0.178,0.110,0.534
6062,0.359,0.204,0.129,0.652,0.910
6063,0.971,0.825,0.171,0.059,0.741
6064,0.425,0.745,0.400,0.039,0.671
6065,0.298,0.915,0.651,0.198,0.685
6066,0.634,0.448,0.019,0.128,0.328
6067,0.324,0.536,0.858,0.232,0.871
6068,0.334,0.499,0.583,0.612,0.974
6069,0.289,0.184,0.770,0.162,0.209
6070,0.302,0.569,0.942,0.421,0.957
6071,0.006,0.037,0.239,0.047,0.893
6072,0.043,0.962,0.836,0.724,0.957
6073,0.559,0.031,0.549,0.444,0.121
6074,0.056,0.660,0.307,0.428,0.145
6075,0.325,0.876,0.773,0.582,0.194
6076,0.391,0.375,0.743,0.306,0.038
6077,0.361,0.591,0.792,0.955,0.279
6078,0.924,0.493,0.408,0.572,0.021
6079,0.688,0.353,0.227,0.229,0.072
6080,0.734,0.108,0.739,0.915,0.248
6081,0.076,0.993,0.060,0.729,0.087
6082,0.178,0.067,0.992,0.896,0.786
6083,0.318,0.736,0.877,0.517,0.373
6084,0.079,0.712,0.669,0.173,0.384
6085,0.422,0.745,0.987,0.319,0.236
6086,0.205,0.133,0.497,0.355,0.174
6087,0.569,0.621,0.495,0.439,0.441
6088,0.793,0.444,0.254,0.545,0.538
6089,0.551,0.313,0.440,0.122,0.183
6090,0.756,0.653,0.964,0.722,0.206
6091,0.009,0.279,0.570,0.666,0.629
6092,0.622,0.993,0.567,0.539,0.649
6093,0.371,0.358,0.164,0.252,0.530
6094,0.848,0.201,0.212,0.440,0.898
6095,0.479,0.625,0.483,0.192,0.485
6096,0.680,0.861,0.540,0.135,0.798
6097,0.504,0.575,0.254,0.766,0.999
6098,0.765,0.956,0.232,0.644,0.380
6099,0.799,0.887,0.735,0.427,0.147
6100,0.692,0.568,0.582,0.632,0.786
6101,0.455,0.854,0.013,0.048,0.260
6102,0.030,0.008,0.873,0.571,0.977
6103,0.846,0.397,0.636,0.506,0.416
6104,0.276,0.649,0.821,0.880,0.125
6105,0.754,0.544,0.518,0.900,0.433
6106,0.937,0.413,0.830,0.536,0.189
6107,0.287,0.990,0.308,0.617,0.448
6108,0.227,0.182,0.177,0.321,0.979
6109,0.020,0.960,0.496,0.440,0.704
6110,0.231,0.580,0.645,0.695,0.135
6111,0.367,0.333,0.248,0.427,0.029
6112,0.826,0.448,0.409,0.095,0.759
6113,0.145,0.851,0.928,0.243,0.159
6114,0.787,0.344,0.882,0.842,0.986
6115,0.751,0.174,0.181,0.331,0.905
6116,0.961,0.168,0.550,0.984,0.008
6117,0.071,0.504,0.159,0.249,0.590
6118,0.738,0.284,0.958,0.607,0.108
6119,0.615,0.890,0.388,0.070,0.727
6120,0.434,0.664,0.663,0.877,0.966
6121,0.934,0.309,0.156,0.859,0.754
6122,0.288,0.668,0.089,0.493,0.155
6123,0.846,0.948,0.256,0.442,0.768
6124,0.177,0.221,0.665,0.987,0.707
6125,0.662,0.083,0.973,0.314,0.290
6126,0.616,0.715,0.687,0.379,0.094
6127,0.446,0.835,0.317,0.262,0.689
6128,0.253,0.884,0.050,0.076,0.033
6129,0.513,0.193,0.438,0.888,0.294
6130,0.656,0.697,0.133,0.241,0.250
6131,0.990,0.804,0.641,0.448,0.291
6132,0.419,0.902,0.717,0.486,0.385
6133,0.408,0.577,0.530,0.677,0.318
6134,0.222,0.805,0.217,0.125,0.766
6135,0.282,0.326,0.056,0.081,0.411
6136,0.735,0.078,0.772,0.926,0.897
6137,0.347,0.020,0.922,0.762,0.432
6138,0.928,0.609,0.755,0.548,0.500
6139,0.142,0.438,0.314,0.606,0.795
6140,0.192,0.297,0.086,0.532,0.341
6141,0.659,0.677,0.724,0.311,0.816
6142,0.580,0.369,0.783,0.877,0.301
6143,0.644,0.318,0.014,0.867,0.083
6144,0.581,0.627,0.633,0.929,0.144
6145,0.323,0.685,0.497,0.805,0.267
6146,0.269,0.448,0.514,0.453,0.772
6147,0.974,0.278,0.761,0.525,0.791
6148,0.882,0.478,0.106,0.697,0.851
6149,0.112,0.871,0.229,0.861,0.930
6150,0.177,0.576,0.712,0.610,0.103
6151,0.507,0.048,0.840,0.528,0.525
6152,0.264,0.448,0.100,0.844,0.389
6153,0.887,0.981,0.083,0.324,0.512
6154,0.220,0.741,0.472,0.083,0.301
6155,0.634,0.679,0.390,0.695,0.478
6156,0.410,0.684,0.213,0.701,0.256
6157,0.901,0.593,0.398,0.183,0.230
6158,0.011,0.062,0.432,0.704,0.174
6159,0.345,0.603,0.908,0.194,0.665
6160,0.253,0.767,0.742,0.875,0.295
6161,0.659,0.851,0.601,0.580,0.773
6162,0.299,0.094,0.323,0.698,0.741
6163,0.589,0.430,0.746,0.603,0.250
6164,0.380,0.382,0.289,0.754,0.038
6165,0.451,0.459,0.425,0.661,0.596
6166,0.932,0.647,0.401,0.371,0.312
6167,0.949,0.830,0.085,0.549,0.770
6168,0.329,0.317,0.490,0.410,0.730
6169,0.410,0.912,0.089,0.271,0.955
6170,0.672,0.349,0.705,0.446,0.376
6171,0.261,0.441,0.825,0.410,0.024
6172,0.706,0.607,0.258,0.585,0.995
6173,0.625,0.794,0.851,0.567,0.217
6174,0.617,0.898,0.309,0.842,0.585
6175,0.376,0.086,0.712,0.390,0.907
6176,0.595,0.998,0.409,0.908,0.816
6177,0.579,0.092,0.701,0.400,0.088
6178,0.823,0.158,0.705,0.238,0.534
6179,0.433,0.742,0.001,0.363,0.510
6180,0.991,0.262,0.272,0.395,0.912
6181,0.965,0.884,0.789,0.974,0.631
6182,0.736,0.995,0.204,0.340,0.781
6183,0.621,0.583,0.940,0.254,0.358
6184,0.096,0.282,0.930,0.774,0.869
6185,0.733,0.425,0.550,0.655,0.107
6186,0.413,0.076,0.822,0.394,0.541
6187,0.652,0.177,0.377,0.388,0.772
6188,0.154,0.268,0.032,0.187,0.345
6189,0.036,0.650,0.444,0.952,0.940
6190,0.119,0.626,0.403,0.129,0.749
6191,0.858,0.335,0.844,0.153,0.965
6192,0.141,0.904,0.720,0.330,0.506
6193,0.633,0.334,0.615,0.693,0.369
6194,0.781,0.509,0.867,0.979,0.767
6195,0.085,0.420,0.572,0.557,0.651
6196,0.056,0.736,0.074,0.209,0.408
6197,0.184,0.682,0.786,0.086,0.640
6198,0.004,0.891,0.334,0.174,0.850
6199,0.357,0.956,0.962,0.753,0.613
6200,0.736,0.615,0.647,0.225,0.387
6201,0.809,0.962,0.202,0.939,0.951
6202,0.759,0.119,0.579,0.981,0.583
6203,0.579,0.180,0.246,0.366,0.937
6204,0.135,0.565,0.080,0.485,0.676
6205,0.230,0.822,0.465,0.535,0.701
6206,0.667,0.431,0.672,0.196,0.947
6207,0.416,0.821,0.181,0.553,0.345
6208,0.732,0.041,0.516,0.878,0.376
6209,0.818,0.375,0.665,0.792,1.000
6210,0.767,0.548,0.947,0.751,0.307
6211,0.862,0.749,0.888,0.020,0.353
6212,0.301,0.130,0.528,0.634,0.601
6213,0.882,0.742,0.334,0.162,0.827
6214,0.018,0.252,0.407,0.158,0.626
6215,0.902,0.331,0.130,0.886,0.812
6216,0.592,0.929,0.532,0.817,0.119
6217,0.577,0.687,0.359,0.362,0.678
6218,0.353,0.529,0.494,0.359,0.433
6219,0.145,0.249,0.655,0.164,0.715
6220,0.590,0.970,0.261,0.485,0.056
6221,0.914,0.212,0.151,0.475,0.035
6222,0.958,0.978,0.722,0.463,0.587
6223,0.262,0.303,0.473,0.806,0.046
6224,0.880,0.315,0.667,0.981,0.276
6225,0.450,0.448,0.069,0.116,0.496
6226,0.646,0.760,0.026,0.768,0.737
6227,0.564,0.213,0.304,0.757,0.870
6228,0.347,0.635,0.773,0.183,0.890
6229,0.386,0.988,0.329,0.386,0.989
6230,0.586,0.488,0.809,0.409,0.404
6231,0.097,0.719,0.794,0.172,0.767
6232,0.872,0.402,0.389,0.372,0.930
6233,0.987,0.836,0.353,0.064,0.046
6234,0.391,0.129,0.612,0.011,0.049
6235,0.211,0.388,0.484,0.012,0.245
6236,0.916,0.097,0.291,0.760,0.630
6237,0.435,0.516,0.829,0.045,0.725
6238,0.556,0.184,0.001,0.675,0.088
6239,0.630,0.354,0.944,0.510,0.702
6240,0.905,0.174,0.427,0.620,0.923
6241,0.471,0.486,0.560,0.366,0.452
6242,0.516,0.125,0.775,0.752,0.782
6243,0.708,0.878,0.947,0.625,0.116
6244,0.117,0.398,0.967,0.421,0.697
6245,0.444,0.906,0.526,0.246,0.687
6246,0.156,0.332,0.846,0.879,0.149
6247,0.698,0.035,0.048,0.451,0.642
6248,0.350,0.049,0.528,0.332,0.115
6249,0.705,0.022,0.463,0.481,0.043
6250,0.433,0.553,0.175,0.910,0.510
6251,0.562,0.012,0.445,0.700,0.944
6252,0.001,0.433,0.741,0.974,0.774
6253,0.598,0.843,0.675,0.171,0.245
6254,0.927,0.232,0.014,0.496,0.098
6255,0.080,0.523,0.560,0.830,0.200
6256,0.337,0.085,0.384,0.308,0.826
6257,0.671,0.593,0.749,0.247,0.049
6258,0.490,0.892,0.261,0.250,0.189
6259,0.753,0.560,0.356,0.088,0.366
6260,0.634,0.033,0.701,0.170,0.199
6261,0.132,0.397,0.291,0.458,0.081
6262,0.888,0.158,0.150,0.659,0.575
6263,0.292,0.287,0.026,0.744,0.507
6264,0.600,0.541,0.183,0.983,0.966
6265,0.992,0.003,0.834,0.514,0.356
6266,0.291,0.884,0.675,0.100,0.809
6267,0.310,0.184,0.322,0.066,0.702
6268,0.921,0.758,0.994,0.895,0.515
6269,0.795,0.919,0.577,0.869,0.128
6270,0.678,0.320,0.062,0.649,0.553
6271,0.166,0.660,0.483,0.149,0.299
6272,0.095,0.821,0.472,0.679,0.601
6273,0.346,0.226,0.721,0.208,0.600
6274,0.812,0.222,0.383,0.610,0.566
6275,0.806,0.247,0.433,0.553,0.067
6276,0.720,0.060,0.618,0.455,0.561
6277,0.319,0.456,0.711,0.040,0.954
6278,0.189,0.293,0.869,0.084,0.301
6279,0.836,0.146,0.628,0.812,0.137
6280,0.238,0.082,0.262,0.536,0.967
6281,0.251,0.399,0.881,0.965,0.133
6282,0.501,0.414,0.810,0.205,0.858
6283,0.037,0.360,0.748,0.310,0.435
6284,0.756,0.727,0.653,0.408,0.719
6285,0.929,0.383,0.619,0.081,0.762
6286,0.501,0.656,0.992,0.114,0.054
6287,0.964,0.866,0.192,0.670,0.724
6288,0.928,0.051,0.584,0.190,0.178
6289,0.872,0.582,0.375,0.699,0.659
6290,0.815,0.187,0.467,0.145,0.676
6291,0.323,0.299,0.183,0.796,0.263
6292,0.080,0.767,0.743,0.693,0.208
6293,0.179,0.195,0.568,0.028,0.407
6294,0.191,0.808,0.112,0.143,0.583
6295,0.305,0.413,0.164,0.932,0.539
6296,0.692,0.829,0.928,0.579,0.140
6297,0.764,0.874,0.687,0.744,0.552
6298,0.876,0.017,0.833,0.362,0.202
6299,0.176,0.163,0.045,0.649,0.506
6300,0.077,0.140,0.914,0.996,0.552
6301,0.642,0.648,0.674,0.396,0.105
6302,0.324,0.179,0.475,0.870,0.088
6303,0.967,0.601,0.781,0.476,0.263
6304,0.629,0.720,0.254,0.443,0.412
6305,0.715,0.690,0.000,0.448,0.173
6306,0.196,0.639,0.493,0.965,0.690
6307,0.297,0.916,0.766,0.961,0.138
6308,0.293,0.004,0.018,0.610,0.598
6309,0.256,0.688,0.683,0.339,0.724
6310,0.701,0.311,0.176,0.682,0.140
6311,0.954,0.884,0.438,0.366,0.727
6312,0.985,0.369,0.522,0.388,0.037
6313,0.094,0.266,0.880,0.341,0.685
6314,0.645,0.633,0.788,0.087,0.933
6315,0.127,0.672,0.601,0.796,0.513
6316,0.557,0.380,0.393,0.227,0.711
6317,0.341,0.861,0.612,0.175,0.834
6318,0.175,0.533,0.297,0.687,0.573
6319,0.841,0.429,0.940,0.548,0.341
6320,0.521,0.743,0.929,0.607,0.578
6321,0.361,0.714,0.588,0.263,0.188
6322,0.134,0.435,0.474,0.988,0.896
6323,0.431,0.374,0.342,0.648,0.170
6324,0.185,0.397,0.544,0.411,0.032
6325,0.583,0.153,0.109,0.273,0.922
6326,0.102,0.209,0.032,0.914,0.553
6327,0.691,0.109,0.741,0.051,0.233
6328,0.042,0.744,0.301,0.596,0.875
6329,0.665,0.183,0.506,0.076,0.171
6330,0.668,0.367,0.153,0.554,0.318
6331,0.619,0.730,0.316,0.771,0.932
6332,0.237,0.530,0.907,0.717,0.921
6333,0.525,0.435,0.618,0.564,0.419
6334,0.246,0.765,0.174,0.476,0.239
6335,0.542,0.914,0.099,0.244,0.583
6336,0.706,0.489,0.316,0.471,0.269
6337,0.669,0.960,0.384,0.844,0.605
6338,0.739,0.535,0.475,0.629,0.366
6339,0.804,0.535,0.222,0.579,0.391
6340,0.106,0.488,0.031,0.671,0.969
6341,0.340,0.969,0.705,0.167,0.474
6342,0.705,0.981,0.591,0.725,0.747
6343,0.074,0.540,0.282,0.987,0.848
6344,0.014,0.529,0.523,0.737,0.310
6345,0.023,0.552,0.389,0.606,0.179
6346,0.237,0.699,0.366,0.813,0.633
6347,0.798,0.774,0.577,0.552,0.128
6348,0.933,0.664,0.716,0.092,0.203
6349,0.920,0.663,0.133,0.905,0.612
6350,0.666,0.271,0.582,0.684,0.342
6351,0.303,0.153,0.262,0.723,0.876
6352,0.587,0.571,0.320,0.594,0.181
6353,0.154,0.094,0.181,0.122,0.485
6354,0.324,0.451,0.783,0.661,0.078
6355,0.523,0.117,0.812,0.348,0.270
6356,0.596,0.305,0.955,0.480,0.368
6357,0.580,0.012,0.556,0.687,0.702
6358,0.069,0.917,0.227,0.289,0.060
6359,0.401,0.583,0.538,0.836,0.114
6360,0.124,0.455,0.360,0.143,0.367
6361,0.262,0.623,0.478,0.219,0.181
6362,0.959,0.310,0.755,0.423,0.696
6363,0.568,0.686,0.303,0.050,0.228
6364,0.290,0.815,0.719,0.430,0.412
6365,0.900,0.919,0.894,0.040,0.879
6366,0.483,0.479,0.115,0.240,0.204
6367,0.978,0.460,0.006,0.843,0.402
6368,0.164,0.440,0.055,0.076,0.300
6369,0.700,0.058,0.847,0.618,0.410
6370,0.021,0.571,0.713,0.751,0.999
6371,0.858,0.245,0.869,0.752,0.709
6372,0.945,0.853,0.920,0.317,0.551
6373,0.490,0.841,0.772,0.268,0.353
6374,0.770,0.863,0.084,0.471,0.388
6375,0.438,0.033,0.036,0.227,0.046
6376,0.530,0.088,0.134,0.710,0.005
6377,0.140,0.932,0.680,0.376,0.023
6378,0.218,0.019,0.355,0.018,0.621
6379,0.657,0.155,0.531,0.918,0.362
6380,0.980,0.122,0.111,0.694,0.548
6381,0.724,0.940,0.598,0.012,0.241
6382,0.352,0.763,0.850,0.555,0.095
6383,0.251,0.691,0.162,0.998,0.178
6384,0.592,0.266,0.440,0.446,0.978
6385,0.189,0.206,0.590,0.312,0.386
6386,0.222,0.838,0.565,0.177,0.617
6387,0.378,0.764,0.550,0.204,0.644
6388,0.157,0.036,0.732,0.164,0.079
6389,0.713,0.202,0.138,0.199,0.848
6390,0.134,0.445,0.642,0.545,0.917
6391,0.236,0.417,0.054,0.267,0.594
6392,0.710,0.061,0.401,0.024,0.829
6393,0.358,0.725,0.686,0.045,0.795
6394,0.725,0.335,0.123,0.298,0.265
6395,0.931,0.071,0.053,0.695,0.758
6396,0.539,0.643,0.992,0.654,0.326
6397,0.066,0.685,0.677,0.654,0.053
6398,0.429,0.108,0.244,0.070,0.937
6399,0.209,0.714,0.668,0.429,0.567
6400,0.512,0.641,0.883,0.150,0.407
6401,0.559,0.136,0.466,0.545,0.806
6402,0.354,0.298,0.224,0.217,0.443
6403,0.563,0.825,0.760,0.729,0.764
6404,0.793,0.497,0.672,0.360,0.154
6405,0.214,0.371,0.131,0.850,0.707
6406,0.416,0.282,0.053,0.698,0.932
6407,0.583,0.717,0.752,0.759,0.342
6408,0.861,0.350,0.352,0.354,0.450
6409,0.521,0.331,0.284,0.287,1.000
6410,0.642,0.121,0.048,0.939,0.894
6411,0.439,0.425,0.608,0.778,0.205
6412,0.358,0.356,0.439,0.795,0.529
6413,0.343,0.282,0.683,0.582,0.205
6414,0.974,0.998,0.041,0.857,0.344
6415,0.782,0.526,0.099,0.480,0.292
6416,0.654,0.563,0.539,0.171,0.983
6417,0.797,0.734,0.624,0.430,0.961
6418,0.486,0.007,0.901,0.713,0.955
6419,0.410,0.238,0.309,0.041,0.848
6420,0.221,0.895,0.482,0.693,0.034
6421,0.204,0.827,0.809,0.544,0.648
6422,0.947,0.690,0.753,0.852,0.213
6423,0.553,0.998,0.226,0.634,0.954
6424,0.828,0.103,0.056,0.003,0.984
6425,0.274,0.998,0.655,0.617,0.531
6426,0.796,0.875,0.655,0.938,0.546
6427,0.705,0.243,0.120,0.730,0.387
6428,0.311,0.826,0.528,0.719,0.621
6429,0.355,0.554,0.789,0.075,0.243
6430,0.158,0.058,0.706,0.765,0.500
6431,0.535,0.509,0.374,0.313,0.427
6432,0.203,0.233,0.650,0.244,0.069
6433,0.340,0.925,0.782,0.289,0.595
6434,0.266,0.803,0.525,0.312,0.511
6435,0.526,0.096,0.365,0.203,0.209
6436,0.758,0.094,0.561,0.229,0.977
6437,0.606,0.756,0.045,0.576,0.865
6438,0.736,0.372,0.838,0.267,0.512
6439,0.674,0.431,0.995,0.074,0.841
6440,0.039,0.526,0.032,0.529,0.199
6441,0.116,0.684,0.168,0.642,0.945
6442,0.467,0.114,0.402,0.879,0.607
6443,0.746,0.026,0.491,0.416,0.565
6444,0.532,0.054,0.818,0.528,0.132
6445,0.711,0.627,0.905,0.351,0.927
6446,0.580,0.921,0.870,0.628,0.354
6447,0.336,0.340,0.139,0.588,0.883
6448,0.440,0.145,0.478,0.197,0.655
6449,0.423,0.631,0.454,0.604,0.021
6450,0.693,0.442,0.275,0.888,0.715
6451,0.210,0.168,0.702,0.367,0.750
6452,0.201,0.792,0.858,0.378,0.192
6453,0.582,0.890,0.644,0.876,0.980
6454,0.021,0.599,0.713,0.464,0.607
6455,0.214,0.200,0.399,0.863,0.586
6456,0.974,0.308,0.649,0.322,0.806
6457,0.384,0.308,0.149,0.457,0.532
6458,0.265,0.386,0.474,0.624,0.094
6459,0.339,0.220,0.441,0.475,0.132
6460,0.831,0.999,0.793,0.697,0.315
6461,0.570,0.121,0.901,0.744,0.701
6462,0.991,0.841,0.306,0.010,0.666
6463,0.381,0.031,0.322,0.589,0.880
6464,0.153,0.987,0.303,0.899,0.400
6465,0.831,0.433,0.405,0.992,0.282
6466,0.220,0.596,0.755,0.626,0.735
6467,0.024,0.563,0.264,0.099,0.139
6468,0.259,0.063,0.981,0.703,0.323
6469,0.599,0.174,0.809,0.811,0.170
6470,0.288,0.377,0.505,0.935,0.445
6471,0.076,0.813,0.443,0.427,0.592
6472,0.640,0.110,0.865,0.048,0.396
6473,0.917,0.949,0.155,0.316,0.695
6474,0.588,0.384,0.468,0.933,0.141
6475,0.025,0.198,0.901,0.619,0.535
6476,0.264,0.276,0.755,0.943,0.569
6477,0.173,0.426,0.451,0.262,0.606
6478,0.722,0.542,0.912,0.013,0.369
6479,0.083,0.631,0.367,0.313,0.907
6480,0.313,0.828,0.019,0.322,0.586
6481,0.596,0.444,0.847,0.697,0.864
6482,0.691,0.216,0.319,0.299,0.088
6483,0.350,0.162,0.512,0.786,0.598
6484,0.376,0.335,0.006,0.965,0.941
6485,0.559,0.769,0.477,0.640,0.972
6486,0.240,0.099,0.754,0.158,0.864
6487,0.799,0.310,0.544,0.088,0.476
6488,0.575,0.594,0.794,0.462,0.516
6489,0.894,0.514,0.221,0.074,0.123
6490,0.157,0.676,0.478,0.507,0.197
6491,0.342,0.267,0.458,0.271,0.046
6492,0.336,0.529,0.680,0.570,0.133
6493,0.676,0.550,0.986,0.056,0.100
6494,0.322,0.807,0.223,0.628,0.773
6495,0.324,0.057,0.648,0.019,0.672
6496,0.523,0.123,0.802,0.221,0.451
6497,0.107,0.887,0.879,0.105,0.459
6498,0.601,0.755,0.037,0.209,0.372
6499,0.435,0.321,0.086,0.619,0.795
6500,0.451,0.287,0.504,0.901,0.562
6501,0.466,0.886,0.018,0.110,0.260
6502,0.226,0.197,0.866,0.418,0.395
6503,0.190,0.850,0.728,0.032,0.699
6504,0.869,0.506,0.604,0.070,0.398
6505,0.354,0.358,0.603,0.897,0.270
6506,0.138,0.554,0.071,0.955,0.427
6507,0.810,0.189,0.348,0.027,0.914
6508,0.359,0.984,0.528,0.810,0.552
6509,0.794,0.062,0.259,0.268,0.319
6510,0.901,0.300,0.939,0.141,0.093
6511,0.569,0.582,0.544,0.726,0.536
6512,0.735,0.002,0.364,0.919,0.428
6513,0.148,0.880,0.652,0.774,0.280
6514,0.203,0.759,0.806,0.305,0.464
6515,0.427,0.338,0.258,0.667,0.361
6516,0.949,0.176,0.261,0.251,0.683
6517,0.156,0.947,0.795,0.692,0.906
6518,0.624,0.266,0.836,0.920,0.649
6519,0.051,0.215,0.730,0.470,0.935
6520,0.701,0.316,0.252,0.169,0.823
6521,0.877,0.353,0.508,0.739,0.628
6522,0.343,0.485,0.653,0.196,0.822
6523,0.143,0.729,0.500,0.459,0.363
6524,0.446,0.670,0.512,0.653,0.408
6525,0.733,0.609,0.027,0.787,0.253
6526,0.684,0.133,0.971,0.086,0.821
6527,0.350,0.455,0.711,0.172,0.943
6528,0.738,0.374,0.287,0.715,0.770
6529,0.372,0.932,0.790,0.483,0.425
6530,0.935,0.318,0.103,0.981,0.665
6531,0.900,0.201,0.694,0.526,0.514
6532,0.910,0.085,0.214,0.512,0.339
6533,0.570,0.589,0.086,0.968,0.604
6534,0.684,0.190,0.750,0.708,0.786
6535,0.531,0.685,0.535,0.514,0.679
6536,0.901,0.899,0.544,0.740,0.640
6537,0.960,0.932,0.317,0.092,0.311
6538,0.017,0.686,0.742,0.776,0.516
6539,0.205,0.715,0.133,0.738,0.968
6540,0.657,0.824,0.822,0.660,0.821
6541,0.929,0.513,0.344,0.390,0.359
6542,0.265,0.669,0.509,0.252,0.415
6543,0.603,0.178,0.011,0.735,0.330
6544,0.915,0.318,0.942,0.395,0.076
6545,0.682,0.635,0.534,0.810,0.797
6546,0.681,0.877,0.891,0.051,0.315
